CustomerID,Age,Sex,Job,Marital_Status,Education_Level,Credit_Default,Housing_Loan,Personal_Loan,Contact_Method,Contact_Month,Contact_WeekDay,NoContacts_Current_Campaign,Pdays,NoContacts_PrevCampaigns,Prev_Outcome,Emp_Var_Rate,Monthly_CPI,Monthly_CCI,Euribor3m,No_Employed,Outcome
fvc724rt,34,F,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
kye921ag,37,F,technician,single,high.school,unknown,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
awj632fk,44,M,unemployed,married,basic.4y,unknown,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
pcc457sg,43,F,admin.,married,high.school,no,no,no,cellular,nov,mon,5,999,0,nonexistent,-0.1,93.2,-42,4.663,5195.8,0
dqq318ur,29,F,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
bte884zw,34,F,admin.,single,high.school,no,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
lss598kt,41,M,services,married,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
kjj243rm,34,F,services,married,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
psg393wd,49,F,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
fse474ie,22,M,student,single,high.school,no,yes,no,telephone,jul,tue,7,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0
irz329al,37,F,housemaid,married,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
lry432wn,35,M,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
spl788ak,35,M,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.963,-46.2,1.281,5099.1,0
tgj974sv,38,F,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.865,5228.1,0
bce959gd,45,F,admin.,married,professional.course,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.864,5228.1,0
cyx335uu,36,M,management,married,university.degree,unknown,yes,no,cellular,may,mon,9,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
yhh386xp,43,F,admin.,married,unknown,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
kkd735tg,31,M,technician,divorced,unknown,no,yes,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
oip247jo,30,M,technician,married,basic.9y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
vsn468bu,47,M,blue-collar,divorced,basic.9y,unknown,yes,yes,telephone,aug,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
sbf392bx,38,F,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.866,5228.1,0
uwp648oh,42,M,entrepreneur,married,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
hem977kf,44,M,admin.,divorced,unknown,no,yes,no,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
wit458uw,50,F,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
ehx888ir,48,M,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
bhs196kw,33,F,technician,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
sdm712xj,39,M,technician,single,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
kee177kn,48,M,admin.,married,university.degree,unknown,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
kqx384pi,52,F,technician,single,university.degree,no,no,no,telephone,apr,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
hfq855cb,36,M,blue-collar,married,high.school,no,no,no,telephone,nov,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
hjw982rt,35,M,technician,single,professional.course,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.291,5099.1,0
vrq395lm,47,F,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,1
qdo127pf,39,M,technician,single,professional.course,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-2.9,92.713,-33,0.654,5017.5,1
iib536de,31,F,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.967,5228.1,0
dmx865iy,41,F,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
vea745hu,31,F,admin.,single,professional.course,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
ndt922eu,28,F,services,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
man321wr,45,M,blue-collar,divorced,basic.6y,no,no,no,telephone,apr,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
tga165ip,57,F,management,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
zut365oh,37,M,blue-collar,married,basic.9y,no,yes,no,telephone,sep,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
prp177rk,32,M,admin.,married,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
smt585ep,47,F,admin.,divorced,university.degree,no,no,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.771,5076.2,0
ntv425mg,39,M,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
viy449az,38,M,admin.,single,university.degree,no,yes,no,cellular,nov,wed,3,2,1,success,-1.1,94.767,-50.8,1.016,4963.6,0
gum644ax,55,M,blue-collar,married,unknown,unknown,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
hje559ef,50,M,services,married,high.school,no,no,no,cellular,aug,tue,9,999,0,nonexistent,1.1,93.444,-36.1,4.856,5191,0
vyt217zk,34,M,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
xmp338zt,45,F,technician,divorced,professional.course,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
mzv939xa,30,F,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
luw141yg,53,M,technician,married,university.degree,no,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
gjo158vv,32,F,technician,married,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
pnw967jl,41,F,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
cbj266qe,43,F,blue-collar,married,high.school,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
xzw424jv,47,F,retired,divorced,professional.course,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
bix275kl,32,M,admin.,married,high.school,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
ijh439qd,33,F,housemaid,married,basic.4y,no,yes,no,telephone,jul,wed,5,999,0,nonexistent,-1.7,94.199,-39.8,0.716,4991.6,0
kqz969sx,32,M,technician,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
rst413xg,36,M,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
blj455yv,48,M,housemaid,married,university.degree,unknown,yes,yes,cellular,mar,thu,1,4,3,success,-2.9,92.431,-33.6,0.739,5023.5,0
swr592ia,55,F,admin.,divorced,high.school,no,unknown,unknown,cellular,sep,thu,1,999,1,failure,-2.9,92.469,-33.6,0.881,5076.2,0
dct841cg,27,F,admin.,single,university.degree,no,yes,no,cellular,oct,mon,3,4,1,success,-2.9,92.431,-33,0.719,5017.5,0
bql478pa,50,F,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
bhg117wf,25,F,blue-collar,single,basic.4y,no,no,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
ekh897we,52,F,technician,married,high.school,no,yes,no,cellular,jul,mon,1,999,2,failure,-1.1,94.215,-40.3,0.88,4963.6,0
wxn261pk,36,F,admin.,married,high.school,no,yes,no,cellular,apr,tue,1,5,1,success,-1.8,93.075,-47.1,1.479,5099.1,0
txm555lz,40,M,technician,married,professional.course,no,yes,yes,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.964,5228.1,0
xfw248vh,41,F,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,2,6,2,success,-3.4,92.649,-29.8,0.74,5017.5,1
xgu797ed,55,F,admin.,married,university.degree,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
kut672vj,32,F,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,0
cna532zm,34,F,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
xzj774wm,40,F,technician,divorced,professional.course,no,no,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
ygr529ly,55,F,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1
qir417kl,31,M,management,single,university.degree,no,yes,no,cellular,jul,wed,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
rsf534ng,53,F,management,divorced,basic.4y,no,yes,no,cellular,nov,thu,7,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
iag943ci,31,F,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
bpu427pg,48,M,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,0
zmt674jx,30,F,blue-collar,single,basic.4y,no,yes,no,telephone,oct,tue,2,999,0,nonexistent,-1.1,94.601,-49.5,1.041,4963.6,1
mrp484ax,46,F,housemaid,married,basic.4y,no,no,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
ufo355wn,50,F,services,single,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
cst422yy,37,M,admin.,married,high.school,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
ffd398zu,25,F,services,single,high.school,no,no,no,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
mql223ug,55,M,blue-collar,single,basic.4y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
iug518ug,40,F,admin.,single,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
rmt824kq,53,M,admin.,married,basic.9y,no,yes,no,telephone,mar,mon,1,999,1,failure,-1.8,93.369,-34.8,0.717,5008.7,1
kjy141sp,50,M,blue-collar,married,high.school,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
oek826vd,31,M,housemaid,married,basic.4y,unknown,no,no,telephone,jul,wed,43,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
smi826mp,39,F,management,married,professional.course,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
fdc499ab,39,F,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
eeb543oc,31,F,self-employed,married,high.school,no,no,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
bfw457ze,30,F,technician,married,high.school,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
rxh859wj,27,M,blue-collar,married,basic.9y,no,no,no,telephone,sep,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
zxr412ep,58,M,retired,married,basic.4y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
yrl991qj,27,F,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,1
cmi398us,32,M,technician,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.959,5228.1,0
poz299yh,18,F,student,single,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
isg189hj,34,F,blue-collar,single,basic.9y,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
usy367xo,42,F,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
fqm786ah,38,M,services,married,high.school,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.965,5228.1,0
dpi377fd,38,M,admin.,single,high.school,no,no,no,telephone,apr,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
dqv384cv,31,F,admin.,single,high.school,no,no,no,cellular,mar,fri,1,999,2,failure,-1.8,93.369,-34.6,0.715,5008.7,0
xui537qp,54,F,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,1
zau271xw,43,M,admin.,divorced,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
tlg723qw,37,M,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
xwr526pd,46,M,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
nua379zw,50,F,technician,married,professional.course,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
feh257va,38,F,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
gan762bz,32,F,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
ofl518jk,44,F,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
jdh641hh,36,F,admin.,married,university.degree,no,yes,no,telephone,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
kwn149pf,33,M,services,married,high.school,no,unknown,unknown,cellular,jun,mon,1,999,1,failure,-2.9,92.893,-40.8,1.299,5076.2,0
zmr657wp,31,M,technician,single,professional.course,no,yes,no,cellular,nov,wed,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
jos667ss,23,M,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
ynz643ic,42,F,admin.,divorced,basic.6y,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.964,5228.1,0
tny748ps,32,M,management,married,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
chc479qm,35,M,technician,married,professional.course,unknown,no,no,cellular,nov,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.864,5228.1,0
uht619ut,69,F,retired,married,unknown,no,no,yes,cellular,aug,fri,3,999,1,failure,-1.7,94.027,-38.3,0.881,4991.6,0
jrj529au,40,F,admin.,married,university.degree,no,yes,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
msx931rv,52,M,blue-collar,married,unknown,unknown,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
sny556eu,56,M,self-employed,married,university.degree,no,no,no,cellular,aug,fri,1,999,2,failure,-1.7,94.027,-38.3,0.876,4991.6,1
uvm599gt,56,M,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
wqn217qe,21,F,student,single,high.school,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.469,-26.9,0.869,5076.2,0
imm224tk,29,M,management,single,university.degree,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
pau163tq,32,M,technician,single,professional.course,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0
ope977xn,59,M,retired,single,university.degree,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
esy165uu,68,F,admin.,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,5,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
gyq447gk,34,F,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
lwu973uq,25,M,technician,married,university.degree,no,no,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
trc521te,53,F,admin.,divorced,university.degree,no,no,yes,cellular,mar,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.959,5228.1,0
vwr957yf,30,F,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.959,5228.1,0
irc633pn,35,F,unemployed,married,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
adb481dg,35,F,services,married,high.school,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
rwo231kq,42,F,technician,divorced,high.school,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
bto733mh,29,F,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
wpm833nn,33,F,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
aln491cy,53,F,management,divorced,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
job935dx,35,F,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
nzc224ij,20,M,blue-collar,married,professional.course,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
hkb178pd,35,F,management,married,basic.9y,no,yes,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
lcm989nj,33,M,services,married,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
zof621mo,54,F,blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
syz467hs,26,F,admin.,single,university.degree,no,unknown,unknown,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1
hkz973lk,30,F,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
ezr171nz,38,F,admin.,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
xcg313rh,24,M,services,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
rid588dl,54,M,services,married,high.school,unknown,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
ugz325th,31,F,admin.,single,professional.course,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,-1.7,94.601,-49.5,1.291,5099.1,0
qny699mp,52,F,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,fri,9,999,0,nonexistent,-1.8,93.075,-47.1,1.313,5099.1,0
chg136xd,46,F,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
xrs967qu,57,M,retired,married,high.school,unknown,no,no,cellular,mar,mon,5,6,1,success,-1.8,93.749,-34.8,0.739,5008.7,1
had455gf,52,F,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.965,5228.1,0
wkc411jj,40,M,admin.,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
ksq731ih,41,M,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
llj143mw,53,F,services,married,high.school,no,yes,no,telephone,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.957,5228.1,0
cuk943qd,37,F,technician,married,basic.6y,unknown,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.963,-46.2,1.244,5099.1,1
rvq334xq,39,F,housemaid,married,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
xck363wq,37,F,admin.,married,high.school,no,no,no,cellular,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
omu859wy,43,M,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
hus898nl,36,F,admin.,single,university.degree,no,no,no,cellular,oct,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,1
nqs162uj,25,M,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
wqh343hz,33,M,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.967,5228.1,0
fui855pu,73,F,services,divorced,basic.4y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.469,-26.9,0.72,5017.5,0
nyb664fo,49,M,admin.,divorced,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
kza264ht,29,F,technician,married,professional.course,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
eea881zb,51,M,admin.,married,basic.9y,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
epp381yw,31,M,services,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
fkt621km,26,F,admin.,married,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
zyb874dy,29,F,technician,single,professional.course,no,yes,yes,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.958,5228.1,1
hwv912vy,47,M,retired,married,basic.4y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
zwx432ph,33,F,management,married,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
pxj478ya,31,F,admin.,single,basic.9y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.469,-33.6,0.861,5076.2,0
mjf544cq,27,F,blue-collar,single,unknown,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
jlf132ps,49,M,technician,married,high.school,no,yes,no,telephone,jul,thu,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
viz666pr,34,F,services,single,high.school,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
pdz433co,50,F,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
xif851ra,45,F,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
frj585tl,32,F,self-employed,single,basic.9y,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
uer663re,56,F,services,married,high.school,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
tnz429qu,34,F,entrepreneur,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
wlj687wm,21,F,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
drf974lu,38,F,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.864,5228.1,0
ovq463ju,52,M,student,married,high.school,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
gag354ws,45,M,blue-collar,married,basic.4y,no,no,no,cellular,dec,tue,1,999,1,failure,-1.7,94.199,-40,0.712,4991.6,1
vpy346it,45,F,technician,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
zdm466ue,55,M,technician,married,university.degree,unknown,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
wjy995lr,30,F,technician,married,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
nkp522dd,29,F,technician,single,unknown,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
